Amount Pending,State,Tenure,Interest Rate,City,Bounce String,Disbursed Amount,Loan Number
1806,Tamil Nadu,8,0,TUTICORIN,BBBB,14448,YKHSH
1312,Tamil Nadu,8,0,VELLORE,SSSS,10496,G1K03
1968,Tamil Nadu,8,0,DINDIGUL,SSSS,15744,B8NK8
1912,Tamil Nadu,8,0,Coimbatore,SSSS,15296,AI278
1593,Tamil Nadu,8,0,Coimbatore,SSSS,12744,QJ3L3
1381,Tamil Nadu,8,0,KRISHNAGIRI,BBBS,11048,G2DNM
3467,Tamil Nadu,8,0,KANCHIPURAM,BSSS,27736,VGVY8
1781,Tamil Nadu,8,0,TUTICORIN,BSSS,14248,S8W9R
2318,Tamil Nadu,11,0,Madurai,SBBS,25498,T7SBI
1662,Tamil Nadu,8,0,Madurai,BBBB,13296,MLHDQ
624,Tamil Nadu,8,0,Coimbatore,SSSS,4992,AMMTL
2500,Tamil Nadu,8,0,Madurai,SSSS,20000,FMW6X
1806,Tamil Nadu,8,0,DINDIGUL,SSBS,14448,7NDWE
2001,Tamil Nadu,24,0,VELLORE,SSSS,48024,1OK8S
1912,Tamil Nadu,8,0,TIRUVARUR,SSSS,15296,LQIB1
1221,Tamil Nadu,8,0,Coimbatore,SSSS,9768,4F7AR
1593,Tamil Nadu,8,0,VELLORE,BBBB,12744,FVNZU
1806,Tamil Nadu,8,0,TIRUVANNAMALAI,SSSS,14448,SC2JH
2045,Tamil Nadu,11,0,TIRUVALLUR,SSBB,22495,6JXHT
2018,Tamil Nadu,8,0,Coimbatore,SSBS,16144,6DPIV
1593,Tamil Nadu,8,0,Chennai,SSBS,12744,JOLXL
2587,Tamil Nadu,8,0,TIRUCHIRAPPALLI,SSSS,20696,OU6DV
1006,Tamil Nadu,8,0,KRISHNAGIRI,SSBS,8048,B3YAI
1149,Tamil Nadu,8,0,Coimbatore,SSSS,9192,HXNMQ
1593,Tamil Nadu,8,0,DINDIGUL,BBSS,12744,UU16A
2318,Tamil Nadu,11,0,VELLORE,SSSS,25498,1Z01Z
1049,Tamil Nadu,8,0,TUTICORIN,SSSS,8392,CTVTJ
1593,Tamil Nadu,8,0,Tirunelveli,SSSS,12744,5V8NZ
1080,Tamil Nadu,8,0,TIRUVALLUR,BBBB,8640,SYWTT
1049,Tamil Nadu,8,0,ERODE,SSSS,8392,KPG2T
2549,Tamil Nadu,8,0,TIRUVALLUR,BBSS,20392,2F9U9
1593,Tamil Nadu,8,0,KRISHNAGIRI,SSSS,12744,HPSS4
1912,Tamil Nadu,8,0,TIRUVALLUR,SSSS,15296,RDWQ1
1137,Tamil Nadu,8,0,SIVAGANGA,BSBS,9096,J7T71
874,Tamil Nadu,8,0,ERODE,SSSS,6992,7KDFC
1349,Tamil Nadu,8,0,VELLORE,BSSS,10792,EJT2J
1221,Tamil Nadu,8,0,KRISHNAGIRI,SSSS,9768,BPYVB
1062,Tamil Nadu,8,0,PUDUKKOTTAI,BBBB,8496,W5WL1
1781,Tamil Nadu,11,0,Coimbatore,SSSS,19591,J26JR
1818,Tamil Nadu,11,0,TIRUVANNAMALAI,SSSS,19998,P7Y9X
2163,Tamil Nadu,11,0,ERODE,SSSS,23793,8T08I
1274,Tamil Nadu,8,0,Coimbatore,SSSS,10192,RU2ZO
1806,Tamil Nadu,8,0,Madurai,SSSS,14448,CZZ3W
1312,Tamil Nadu,8,0,KANCHIPURAM,BSBB,10496,Y4SWD
1806,Tamil Nadu,8,0,ERODE,BSBS,14448,ZHCQH
1221,Tamil Nadu,8,0,Coimbatore,BSSS,9768,QHA0L
874,Tamil Nadu,8,0,KANCHIPURAM,SSSS,6992,YV5A2
1806,Tamil Nadu,8,0,VELLORE,SSSS,14448,MLKFD
1418,Tamil Nadu,8,0,DINDIGUL,HSSS,11344,PFOYK
1699,Tamil Nadu,8,0,KANCHIPURAM,SSSS,13592,DIOUM
1806,Tamil Nadu,8,0,KARUR,SSBS,14448,B97JG
1487,Tamil Nadu,8,0,Tirunelveli,SSSS,11896,1MQA3
1462,Tamil Nadu,8,0,ERODE,SSSS,11696,S5MYS
1487,Tamil Nadu,8,0,KANCHIPURAM,SSSS,11896,DLZ8Q
2587,Tamil Nadu,8,0,Salem,BBSS,20696,KXNML
1772,Tamil Nadu,24,0,VELLORE,SSSS,42528,16A3H
1312,Tamil Nadu,8,0,NAGAPATTINAM,BSSS,10496,WX3FF
1155,Tamil Nadu,8,0,TIRUVALLUR,SSSS,9240,A4NZ0
1593,Tamil Nadu,8,0,Chennai,SBBB,12744,XY1WQ
1593,Tamil Nadu,8,0,KANCHIPURAM,HSSS,12744,6CFW6
4517,Tamil Nadu,8,0,TIRUVALLUR,BSSS,36136,PE31U
1499,Tamil Nadu,8,0,Nilgiris,SSSS,11992,VUWIS
1781,Tamil Nadu,11,0,KRISHNAGIRI,SSSS,19591,U6KKQ
2318,Tamil Nadu,11,0,KANCHIPURAM,SSSS,25498,BZKVK
1199,Tamil Nadu,8,0,Coimbatore,BSBS,9592,ZG20F
1124,Tamil Nadu,8,0,TIRUVANNAMALAI,SSSS,8992,RVGJX
2018,Tamil Nadu,8,0,KRISHNAGIRI,SSSS,16144,8YXGX
2454,Tamil Nadu,11,0,Thanjavur,SSSS,26994,K9OQ4
1406,Tamil Nadu,8,0,Tirunelveli,BBSB,11248,MCVXW
1837,Tamil Nadu,8,0,Coimbatore,SSSS,14696,OM5GR
1912,Tamil Nadu,8,0,NAMAKKAL,SSSS,15296,Q7XRK
1312,Tamil Nadu,8,0,DINDIGUL,SSSS,10496,6W2IU
1593,Tamil Nadu,8,0,KANCHIPURAM,BSBB,12744,DESMB
1137,Tamil Nadu,8,0,ERODE,SSSS,9096,77FNO
1078,Tamil Nadu,8,0,ERODE,BSSS,8624,7YSXX
2099,Tamil Nadu,7,0,Chennai,SBBS,14693,UVEVG
1418,Tamil Nadu,8,0,TIRUVARUR,SSBS,11344,937AI
874,Tamil Nadu,8,0,TIRUVALLUR,BSSS,6992,25PGZ
2018,Tamil Nadu,8,0,Madurai,SSSS,16144,N2JUN
1781,Tamil Nadu,11,0,Coimbatore,HSSS,19591,PPG6Q
1487,Tamil Nadu,8,0,ERODE,SSSS,11896,ZUELP
4462,Tamil Nadu,8,0,KANCHIPURAM,SSSS,35696,674I0
1062,Tamil Nadu,8,0,Coimbatore,SSSS,8496,SIIE1
2163,Tamil Nadu,11,0,KANCHIPURAM,BBBB,23793,9VOH4
1006,Tamil Nadu,8,0,TIRUVALLUR,BSSB,8048,4NPZE
1487,Tamil Nadu,8,0,Thanjavur,HSSS,11896,S0VQE
2045,Tamil Nadu,11,0,TUTICORIN,SSSS,22495,C05A7
874,Tamil Nadu,8,0,TIRUVALLUR,SSSB,6992,0BMS9
1527,Tamil Nadu,11,0,KANCHIPURAM,SSSS,16797,IVYME
2549,Tamil Nadu,11,0,DINDIGUL,SSSS,28039,VXFUM
1687,Tamil Nadu,8,0,NAGAPATTINAM,SSSS,13496,VK6KR
1699,Tamil Nadu,8,0,Coimbatore,SSSS,13592,JS8V7
1062,Tamil Nadu,8,0,Tirunelveli,SSSS,8496,GNUOV
1806,Tamil Nadu,8,0,Coimbatore,SSSS,14448,XFOBD
1593,Tamil Nadu,8,0,VELLORE,SSSS,12744,M4ZEW
1487,Tamil Nadu,8,0,VIRUDHUNAGAR,SSSS,11896,0KI6O
1312,Tamil Nadu,8,0,DINDIGUL,BSSS,10496,UGOQ0
1487,Tamil Nadu,8,0,DINDIGUL,SSSS,11896,GLCBI
1062,Tamil Nadu,8,0,VELLORE,SSSS,8496,T7BVH
2240,Tamil Nadu,11,0,TIRUVALLUR,SSSS,24640,3Y495
1312,Tamil Nadu,8,0,Chennai,BBSS,10496,UTDFN
1949,Tamil Nadu,11,0,TIRUVALLUR,SSSS,21439,FS44A
2199,Tamil Nadu,7,0,TIRUVALLUR,SSSS,15393,SA6XC
1599,Tamil Nadu,8,0,Coimbatore,SSB,12792,EB2QW
2526,Tamil Nadu,11,0,VELLORE,SSS,27786,4F323
1399,Tamil Nadu,8,0,ERODE,SSS,11192,XRD7H
1574,Tamil Nadu,8,0,ERODE,SSS,12592,9RF2F
1912,Tamil Nadu,8,0,Tirunelveli,SSS,15296,KXKUD
1749,Tamil Nadu,8,0,TUTICORIN,SSS,13992,QF03T
2113,Tamil Nadu,11,0,Coimbatore,SSS,23243,7BGJZ
1699,Tamil Nadu,8,0,DINDIGUL,SSS,13592,JPM26
1599,Tamil Nadu,8,0,THENI,SSS,12792,S9QMR
1499,Tamil Nadu,8,0,Coimbatore,SSS,11992,9YEJ9
1845,Tamil Nadu,11,0,Coimbatore,SSS,20295,WIQZ3
1399,Tamil Nadu,8,0,PUDUKKOTTAI,SSS,11192,87FZW
874,Tamil Nadu,8,0,VIRUDHUNAGAR,SBS,6992,TT9XO
1593,Tamil Nadu,8,0,VELLORE,SSB,12744,0T1QX
1171,Tamil Nadu,8,0,Nilgiris,SSS,9368,S5UFU
1912,Tamil Nadu,8,0,NAGAPATTINAM,SSS,15296,UDA4A
1574,Tamil Nadu,8,0,Coimbatore,SSS,12592,8OUYB
1093,Tamil Nadu,8,0,NAGAPATTINAM,SSS,8744,Q4WTS
1799,Tamil Nadu,8,0,SIVAGANGA,SSB,14392,PKHL5
1999,Tamil Nadu,8,0,KRISHNAGIRI,SSS,15992,X8CDS
1136,Tamil Nadu,8,0,DINDIGUL,SBS,9088,IQ51K
2199,Tamil Nadu,7,0,CUDDALORE,SSB,15393,YXHHY
1636,Tamil Nadu,11,0,Madurai,SSS,17996,HJLGI
1593,Tamil Nadu,8,0,VELLORE,SBB,12744,C11D0
1249,Tamil Nadu,8,0,Tirunelveli,SSS,9992,7MW3W
1687,Tamil Nadu,8,0,Dharmapuri,SSS,13496,WGY0E
1599,Tamil Nadu,8,0,Madurai,SSS,12792,000C2
1328,Tamil Nadu,8,0,Tirunelveli,SBS,10624,LDUO1
1399,Tamil Nadu,8,0,Madurai,SSS,11192,MNIC2
1181,Tamil Nadu,8,0,Coimbatore,SSS,9448,ALXDZ
2105,Tamil Nadu,8,0,Madurai,SSS,16840,IVDNT
2083,Tamil Nadu,24,0,Kanyakumari,SSS,49992,HSDQ6
2024,Tamil Nadu,8,0,Dharmapuri,SSS,16192,PNSQK
1399,Tamil Nadu,8,0,Coimbatore,SSS,11192,V0A7Z
3579,Tamil Nadu,8,0,VELLORE,BBB,28632,RVNWI
1749,Tamil Nadu,8,0,DINDIGUL,SSS,13992,TY00P
1624,Tamil Nadu,24,0,TIRUVANNAMALAI,SSS,38976,J09ZT
1699,Tamil Nadu,8,0,PUDUKKOTTAI,SBS,13592,OCU9R
1406,Tamil Nadu,8,0,Chennai,SSS,11248,2V3YQ
1912,Tamil Nadu,8,0,TIRUVALLUR,SSS,15296,J0H2E
2240,Tamil Nadu,11,0,TIRUCHIRAPPALLI,SSS,24640,9NWZL
1912,Tamil Nadu,8,0,Madurai,SSS,15296,YMCD8
1793,Tamil Nadu,8,0,VILLUPURAM,BBB,14344,9ELKV
1799,Tamil Nadu,8,0,KRISHNAGIRI,SSS,14392,OGEML
1749,Tamil Nadu,8,0,KARUR,BBS,13992,PW2LS
1699,Tamil Nadu,8,0,Madurai,SBS,13592,X0PR4
1312,Tamil Nadu,8,0,VELLORE,SSS,10496,C6TLZ
1666,Tamil Nadu,24,0,TIRUCHIRAPPALLI,SSS,39984,32VGI
2859,Tamil Nadu,11,0,NAGAPATTINAM,SSS,31449,DB0LG
1312,Tamil Nadu,8,0,KANCHIPURAM,SSB,10496,IFUF4
2318,Tamil Nadu,11,0,KANCHIPURAM,SBS,25498,ET3PZ
1006,Tamil Nadu,8,0,SIVAGANGA,BBS,8048,COO2J
1912,Tamil Nadu,8,0,Coimbatore,SSS,15296,6CLWL
1574,Tamil Nadu,8,0,KRISHNAGIRI,SSB,12592,H3LBV
1699,Tamil Nadu,8,0,Coimbatore,SSS,13592,WP2KC
874,Tamil Nadu,8,0,Coimbatore,SSS,6992,XPEYZ
1093,Tamil Nadu,8,0,Madurai,SSB,8744,SR7O8
1818,Tamil Nadu,11,0,KRISHNAGIRI,SSS,19998,CSA6Q
1312,Tamil Nadu,8,0,TIRUVALLUR,SSB,10496,4ZZJB
1062,Tamil Nadu,8,0,Coimbatore,SSB,8496,F95W5
1912,Tamil Nadu,8,0,Coimbatore,SSS,15296,HAUKQ
1699,Tamil Nadu,8,0,Chennai,SSS,13592,6BNCY
2240,Tamil Nadu,11,0,KANCHIPURAM,SBS,24640,XMH3P
1434,Tamil Nadu,8,0,THENI,SSB,11472,RC3VO
2354,Tamil Nadu,11,0,KRISHNAGIRI,SSS,25894,2GNV8
3013,Tamil Nadu,11,0,Chennai,SBB,33143,HYKHW
1574,Tamil Nadu,8,0,Nilgiris,SSS,12592,SERGI
1399,Tamil Nadu,8,0,DINDIGUL,SSS,11192,1AHN2
1818,Tamil Nadu,11,0,KANCHIPURAM,SSS,19998,86H5U
1406,Tamil Nadu,8,0,KRISHNAGIRI,SSS,11248,24AVU
1171,Tamil Nadu,8,0,NAGAPATTINAM,SSS,9368,1LIXX
999,Tamil Nadu,8,0,TUTICORIN,SSS,7992,F67LF
1574,Tamil Nadu,8,0,ERODE,SSS,12592,NK9ZO
1406,Tamil Nadu,8,0,TIRUVALLUR,SSS,11248,IO9OF
3013,Tamil Nadu,11,0,VILLUPURAM,BBS,33143,3NFY1
2792,Tamil Nadu,7,0,VELLORE,BBS,19544,3PUID
1312,Tamil Nadu,8,0,ERODE,BBB,10496,9WXQB
1687,Tamil Nadu,8,0,CUDDALORE,SSS,13496,58BLY
1399,Tamil Nadu,8,0,VELLORE,SSS,11192,ME2WP
1912,Tamil Nadu,8,0,TIRUVANNAMALAI,SSS,15296,L3EUY
1499,Tamil Nadu,8,0,Kanyakumari,SSS,11992,N64HG
1399,Tamil Nadu,8,0,Madurai,SSS,11192,CUTQD
1799,Tamil Nadu,8,0,TUTICORIN,SSS,14392,OS095
749,Tamil Nadu,8,0,Thanjavur,SSS,5992,R0UU3
874,Tamil Nadu,8,0,KRISHNAGIRI,SSS,6992,2EAKO
2372,Tamil Nadu,11,0,KRISHNAGIRI,SSS,26092,ED4CL
1574,Tamil Nadu,8,0,Madurai,SSS,12592,2DVWM
1799,Tamil Nadu,8,0,KANCHIPURAM,SSS,14392,KDQPD
2240,Tamil Nadu,11,0,CUDDALORE,SSS,24640,T46BV
2024,Tamil Nadu,8,0,Coimbatore,SBS,16192,SX5Q0
1199,Tamil Nadu,8,0,NAMAKKAL,SSS,9592,0I5F5
1574,Tamil Nadu,8,0,ERODE,SSS,12592,AHO4M
1687,Tamil Nadu,8,0,TIRUVALLUR,SSS,13496,4ZN3U
2503,Tamil Nadu,11,0,DINDIGUL,SSS,27533,0PZ0B
1006,Tamil Nadu,8,0,Coimbatore,SSS,8048,RM5GE
1487,Tamil Nadu,8,0,RAMANATHAPURAM,SSS,11896,O9WEW
1574,Tamil Nadu,8,0,Coimbatore,SSS,12592,5NCWQ
624,Tamil Nadu,8,0,Coimbatore,SSS,4992,T2JYQ
1224,Tamil Nadu,8,0,TIRUVALLUR,SSB,9792,RTIRB
2450,Tamil Nadu,8,0,TIRUVALLUR,SSS,19600,RJ9ZL
1328,Tamil Nadu,8,0,VILLUPURAM,SSS,10624,MFHG2
1799,Tamil Nadu,8,0,NAMAKKAL,SSS,14392,3EUYZ
1499,Tamil Nadu,8,0,Coimbatore,SBB,11992,RMD2E
1399,Tamil Nadu,8,0,CUDDALORE,SSS,11192,C5T0Z
1799,Tamil Nadu,8,0,KANCHIPURAM,SSB,14392,D9FNH
1950,Tamil Nadu,8,0,KANCHIPURAM,SSS,15600,Y2RJ4
2240,Tamil Nadu,11,0,TIRUVALLUR,SBB,24640,286GP
1574,Tamil Nadu,8,0,Coimbatore,SSS,12592,T6C3B
2372,Tamil Nadu,11,0,ERODE,SSB,26092,NXE9L
874,Tamil Nadu,8,0,Madurai,BBB,6992,T8SCN
1818,Tamil Nadu,11,0,RAMANATHAPURAM,SSS,19998,GD8KR
2366,Tamil Nadu,24,0,Coimbatore,SSS,56784,YI3Z5
1399,Tamil Nadu,8,0,VILLUPURAM,SSS,11192,HWMI6
1136,Tamil Nadu,8,0,RAMANATHAPURAM,SSS,9088,ABAZL
1912,Tamil Nadu,8,0,Tirunelveli,SSS,15296,NLTI9
3190,Tamil Nadu,11,0,DINDIGUL,SSS,35090,75BW5
2914,Tamil Nadu,7,0,Chennai,SSS,20398,TBL27
1399,Tamil Nadu,8,0,Coimbatore,SSS,11192,IULB8
4472,Tamil Nadu,24,0,Chennai,SSS,107328,IAMXO
3013,Tamil Nadu,11,0,Chennai,SBS,33143,UEUTY
1574,Tamil Nadu,8,0,ERODE,SSB,12592,FGVKP
1666,Tamil Nadu,24,0,VELLORE,SSB,39984,AWDZC
1273,Tamil Nadu,8,0,NAGAPATTINAM,SSB,10184,KSWRV
2914,Tamil Nadu,7,0,Coimbatore,SSS,20398,K7763
2742,Tamil Nadu,7,0,Salem,SSS,19194,LMOOH
2671,Tamil Nadu,7,0,Thanjavur,SSS,18697,0SJ95
1312,Tamil Nadu,8,0,DINDIGUL,SBS,10496,FQE3X
2372,Tamil Nadu,11,0,KRISHNAGIRI,BBS,26092,09Z1O
1328,Tamil Nadu,8,0,Thanjavur,BBB,10624,SCJF1
1312,Tamil Nadu,8,0,Coimbatore,SSS,10496,AD64U
2659,Tamil Nadu,11,0,Coimbatore,SSS,29249,EB6J0
1818,Tamil Nadu,11,0,Thanjavur,SSS,19998,6RFLT
1574,Tamil Nadu,8,0,VELLORE,SSS,12592,7KS7R
1434,Tamil Nadu,8,0,Coimbatore,SSS,11472,IDV54
1274,Tamil Nadu,8,0,ERODE,SSS,10192,LN9SN
3333,Tamil Nadu,24,0,Coimbatore,SSS,79992,3.02E+04
1062,Tamil Nadu,8,0,TUTICORIN,SSS,8496,OGQEB
1540,Tamil Nadu,8,0,Coimbatore,SSS,12320,FR6NO
1093,Tamil Nadu,8,0,ERODE,SSS,8744,MVUC4
1374,Tamil Nadu,8,0,VELLORE,SSS,10992,FBADK
1540,Tamil Nadu,8,0,Madurai,SSB,12320,4OHBQ
1806,Tamil Nadu,8,0,Coimbatore,SSS,14448,9CHDF
874,Tamil Nadu,8,0,Thanjavur,SSS,6992,FY0VK
2399,Tamil Nadu,7,0,Chennai,SSS,16793,RSXXF
1274,Tamil Nadu,8,0,KANCHIPURAM,SSS,10192,YJE9S
1749,Tamil Nadu,8,0,KANCHIPURAM,SBB,13992,87T0P
2399,Tamil Nadu,7,0,KANCHIPURAM,SSS,16793,PEUIR
1124,Tamil Nadu,8,0,Coimbatore,SSS,8992,T3XLC
1699,Tamil Nadu,8,0,Coimbatore,SSB,13592,09H9U
1328,Tamil Nadu,8,0,Madurai,SSS,10624,S6ETF
1806,Tamil Nadu,8,0,ERODE,SSS,14448,5SLSX
1806,Tamil Nadu,8,0,TIRUVALLUR,SSS,14448,PSTMJ
1049,Tamil Nadu,8,0,TIRUVALLUR,SSS,8392,F7Q2X
1487,Tamil Nadu,8,0,VIRUDHUNAGAR,SSB,11896,BD98B
1434,Tamil Nadu,8,0,Tirunelveli,SSB,11472,8JKRZ
1359,Tamil Nadu,8,0,VELLORE,SBS,10872,8O8HP
2109,Tamil Nadu,11,0,Coimbatore,SSS,23199,8V5LI
1487,Tamil Nadu,8,0,KRISHNAGIRI,SSS,11896,DZ1KK
1312,Tamil Nadu,8,0,KANCHIPURAM,SSS,10496,TR5OU
1006,Tamil Nadu,8,0,VELLORE,SSB,8048,DI4ZV
1449,Tamil Nadu,8,0,VILLUPURAM,SSS,11592,M06U2
1487,Tamil Nadu,8,0,KRISHNAGIRI,SSS,11896,JBBMX
1124,Tamil Nadu,8,0,ERODE,BBB,8992,O0KS1
1487,Tamil Nadu,8,0,KANCHIPURAM,SSS,11896,YN9W4
1805,Tamil Nadu,8,0,TIRUVALLUR,SSS,14440,SIA2D
874,Tamil Nadu,8,0,KANCHIPURAM,SBS,6992,61RMK
1487,Tamil Nadu,8,0,Chennai,SSS,11896,K1MKC
1268,Tamil Nadu,8,0,KANCHIPURAM,BBB,10144,TZ689
1912,Tamil Nadu,8,0,Chennai,SSS,15296,3VBOP
2372,Tamil Nadu,11,0,VIRUDHUNAGAR,SSS,26092,4K1UC
1062,Tamil Nadu,8,0,Coimbatore,SSS,8496,YB9TT
862,Tamil Nadu,8,0,Coimbatore,BBB,6896,GKS9N
2828,Tamil Nadu,7,0,Coimbatore,SSS,19796,5ROF6
2688,Tamil Nadu,11,0,TIRUVALLUR,SSS,29568,N1M35
2836,Tamil Nadu,11,0,Chennai,SSS,31196,8BDJV
2395,Tamil Nadu,11,0,NAGAPATTINAM,SSS,26345,PXBV8
2395,Tamil Nadu,11,0,Salem,SSS,26345,D6L3V
1268,Tamil Nadu,8,0,ERODE,SSS,10144,VB40J
1899,Tamil Nadu,8,0,Chennai,SSS,15192,7ZG9L
874,Tamil Nadu,8,0,VELLORE,SSS,6992,3Q35M
1899,Tamil Nadu,8,0,KANCHIPURAM,SBS,15192,JL90I
1312,Tamil Nadu,8,0,KANCHIPURAM,SSS,10496,EUGMT
1049,Tamil Nadu,8,0,KRISHNAGIRI,SBS,8392,WTAB9
1818,Tamil Nadu,11,0,Thanjavur,SSS,19998,B8ERW
1274,Tamil Nadu,8,0,KRISHNAGIRI,SBB,10192,VHQGP
1662,Tamil Nadu,8,0,Chennai,SBS,13296,AKDQ8
1487,Tamil Nadu,8,0,Thanjavur,SSS,11896,BW9T1
1912,Tamil Nadu,8,0,TUTICORIN,SSS,15296,NQBAD
1274,Tamil Nadu,8,0,KANCHIPURAM,SSB,10192,EED2T
1687,Tamil Nadu,8,0,KRISHNAGIRI,SSS,13496,JQHTM
1818,Tamil Nadu,11,0,KRISHNAGIRI,SSS,19998,UWYA6
1349,Tamil Nadu,8,0,KRISHNAGIRI,SBB,10792,JH2CD
2399,Tamil Nadu,7,0,KANCHIPURAM,SSS,16793,O2YC6
2137,Tamil Nadu,8,0,Coimbatore,SSS,17096,5AFBV
1268,Tamil Nadu,8,0,Tirunelveli,SSS,10144,5GAP7
1662,Tamil Nadu,8,0,Nilgiris,SSS,13296,XFVZ9
1631,Tamil Nadu,8,0,VELLORE,SSS,13048,UUBRO
1806,Tamil Nadu,8,0,TIRUVALLUR,SSB,14448,1RMXI
2357,Tamil Nadu,7,0,Coimbatore,SSS,16499,DZJ4K
1818,Tamil Nadu,11,0,Thanjavur,SSS,19998,OASFH
1806,Tamil Nadu,8,0,Tirunelveli,SBS,14448,I6WU1
1049,Tamil Nadu,8,0,TIRUVALLUR,BBS,8392,9K08M
1593,Tamil Nadu,8,0,TIRUVANNAMALAI,SSS,12744,ZUM5Q
1137,Tamil Nadu,8,0,KANCHIPURAM,BBS,9096,5FDFD
1137,Tamil Nadu,8,0,Coimbatore,SSB,9096,NW3E5
1374,Tamil Nadu,8,0,VELLORE,SSS,10992,BXPCE
1087,Tamil Nadu,8,0,TIRUVALLUR,SSS,8696,1LHSK
2395,Tamil Nadu,11,0,Coimbatore,SSS,26345,X9YT7
1487,Tamil Nadu,8,0,Coimbatore,SBS,11896,6K5KA
2199,Tamil Nadu,7,0,Coimbatore,SSS,15393,MZLR7
1137,Tamil Nadu,8,0,Chennai,SSS,9096,OSVDC
999,Tamil Nadu,8,0,Coimbatore,SSS,7992,T4VIL
1662,Tamil Nadu,8,0,KANCHIPURAM,SSS,13296,WVTKO
2671,Tamil Nadu,7,0,TIRUVALLUR,SSS,18697,VE3VV
1268,Tamil Nadu,8,0,NAGAPATTINAM,SSS,10144,Q4A4G
874,Tamil Nadu,8,0,Coimbatore,SBS,6992,HO6HL
3149,Tamil Nadu,8,0,DINDIGUL,SSS,25192,HIKE6
1662,Tamil Nadu,8,0,KANCHIPURAM,SSB,13296,PC34I
1912,Tamil Nadu,8,0,NAGAPATTINAM,SSB,15296,Y6GF2
1845,Tamil Nadu,11,0,VELLORE,SSS,20295,6UBSL
1593,Tamil Nadu,8,0,Coimbatore,SSS,12744,6E42P
1349,Tamil Nadu,8,0,VILLUPURAM,SSS,10792,ZDDPJ
1487,Tamil Nadu,8,0,VELLORE,SSS,11896,0TDR0
1268,Tamil Nadu,8,0,VELLORE,SSS,10144,PSSXI
1268,Tamil Nadu,8,0,KRISHNAGIRI,BBS,10144,SXP3X
2836,Tamil Nadu,11,0,VELLORE,SSS,31196,3WBCJ
2320,Tamil Nadu,7,0,Coimbatore,BBB,16240,HVWBI
1312,Tamil Nadu,8,0,TIRUVANNAMALAI,SSS,10496,BZK1M
2240,Tamil Nadu,11,0,DINDIGUL,SSS,24640,MD8S9
1699,Tamil Nadu,8,0,VELLORE,SSS,13592,J6TQC
1593,Tamil Nadu,8,0,TIRUVALLUR,SSS,12744,UBAR7
1818,Tamil Nadu,11,0,NAGAPATTINAM,SSS,19998,4840Y
2859,Tamil Nadu,11,0,Coimbatore,SSS,31449,FVQWM
1593,Tamil Nadu,8,0,TUTICORIN,SSS,12744,8DSSF
1124,Tamil Nadu,8,0,KANCHIPURAM,SSS,8992,LWION
2083,Tamil Nadu,24,0,Coimbatore,SSS,49992,F1UK6
1137,Tamil Nadu,8,0,TIRUVALLUR,SSS,9096,A2XG1
1402,Tamil Nadu,8,0,TUTICORIN,SSS,11216,H646H
2914,Tamil Nadu,7,0,KANCHIPURAM,BBB,20398,H7PVC
1540,Tamil Nadu,8,0,CUDDALORE,SSB,12320,K73DQ
1218,Tamil Nadu,8,0,TIRUVALLUR,SSS,9744,Z23KX
1049,Tamil Nadu,8,0,TIRUVALLUR,SSS,8392,Q2RML
2395,Tamil Nadu,11,0,Coimbatore,SSS,26345,6W8PD
1818,Tamil Nadu,11,0,VELLORE,SSS,19998,N91PS
874,Tamil Nadu,8,0,Thanjavur,SSS,6992,CPQ0F
1806,Tamil Nadu,8,0,KRISHNAGIRI,SSB,14448,N4SM8
1540,Tamil Nadu,8,0,KRISHNAGIRI,SSS,12320,DOZ8K
1818,Tamil Nadu,11,0,Kanyakumari,SSS,19998,4HWNG
1268,Tamil Nadu,8,0,TIRUVALLUR,SSS,10144,2ENG8
1487,Tamil Nadu,8,0,KANCHIPURAM,SBS,11896,1L4OA
1818,Tamil Nadu,11,0,KANCHIPURAM,SSS,19998,PXQF0
1818,Tamil Nadu,11,0,KANCHIPURAM,SSS,19998,7T3GT
1312,Tamil Nadu,8,0,TIRUVALLUR,SSS,10496,ERPW4
1487,Tamil Nadu,8,0,KRISHNAGIRI,SSS,11896,6UT39
1124,Tamil Nadu,8,0,Coimbatore,SSS,8992,ETTGY
1458,Tamil Nadu,24,0,Chennai,SSS,34992,04H7L
1487,Tamil Nadu,8,0,Salem,SSS,11896,ERRYF
2172,Tamil Nadu,11,0,Chennai,SSS,23892,50M7Q
1288,Tamil Nadu,8,0,Coimbatore,SSB,10304,IFF2A
874,Tamil Nadu,8,0,ERODE,SSS,6992,GNQLV
1406,Tamil Nadu,8,0,NAGAPATTINAM,SSS,11248,Z35AT
1874,Tamil Nadu,24,0,Coimbatore,SSS,44976,WUWRC
2671,Tamil Nadu,7,0,Chennai,SSS,18697,GKJOS
1487,Tamil Nadu,8,0,TIRUVALLUR,SSS,11896,YDOSX
999,Tamil Nadu,8,0,KANCHIPURAM,SBS,7992,H1UHF
1409,Tamil Nadu,11,0,TIRUVALLUR,BBS,15499,3TWOS
1806,Tamil Nadu,8,0,Chennai,SSB,14448,XN5VV
1487,Tamil Nadu,8,0,Tirunelveli,BBS,11896,A43PZ
1806,Tamil Nadu,8,0,CUDDALORE,BBB,14448,5B18Z
2049,Tamil Nadu,11,0,Coimbatore,SSS,22539,8BVG1
1328,Tamil Nadu,8,0,SIVAGANGA,SSS,10624,MGEFN
